"","map_R","map_G","map_B","satellite_R","satellite_G","satellite_B"
"1185",0.176470588235294,0.172549019607843,0.164705882352941,0.282352941176471,0.325490196078431,0.243137254901961
"1186",0,0,0,0.396078431372549,0.443137254901961,0.380392156862745
"1187",0,0,0,0.384313725490196,0.396078431372549,0.325490196078431
"1188",0.423529411764706,0.415686274509804,0.4,0.654901960784314,0.686274509803922,0.623529411764706
"1189",0,0,0,0.47843137254902,0.505882352941176,0.411764705882353
"1190",0.92156862745098,0.909803921568627,0.870588235294118,0.207843137254902,0.247058823529412,0.176470588235294
"1191",0.92156862745098,0.909803921568627,0.870588235294118,0.356862745098039,0.388235294117647,0.294117647058824
"1192",0,0,0,0.447058823529412,0.470588235294118,0.384313725490196
"1193",0,0,0,0.462745098039216,0.466666666666667,0.384313725490196
"1194",0,0,0,0.513725490196078,0.525490196078431,0.447058823529412
"1195",0,0,0,0.250980392156863,0.301960784313725,0.227450980392157
"1196",0,0,0,0.427450980392157,0.454901960784314,0.376470588235294
"1197",0.92156862745098,0.909803921568627,0.870588235294118,0.419607843137255,0.427450980392157,0.345098039215686
"1198",0,0,0,0.0980392156862745,0.2,0.129411764705882
"1199",0.92156862745098,0.909803921568627,0.870588235294118,0.447058823529412,0.470588235294118,0.384313725490196
"1200",0.823529411764706,0.874509803921569,0.913725490196078,0.164705882352941,0.247058823529412,0.176470588235294
"1201",0.807843137254902,0.866666666666667,0.925490196078431,0.643137254901961,0.643137254901961,0.568627450980392
"1202",0.92156862745098,0.909803921568627,0.870588235294118,0.47843137254902,0.474509803921569,0.376470588235294
"1203",0.862745098039216,0.847058823529412,0.772549019607843,0.145098039215686,0.23921568627451,0.125490196078431
"1204",0.831372549019608,0.784313725490196,0.682352941176471,0.584313725490196,0.584313725490196,0.501960784313725
"1205",0.862745098039216,0.847058823529412,0.772549019607843,0.0980392156862745,0.23921568627451,0.129411764705882
"1206",0.956862745098039,0.945098039215686,0.890196078431372,0.0274509803921569,0.156862745098039,0.0862745098039216
"1207",0.858823529411765,0.847058823529412,0.803921568627451,0.196078431372549,0.313725490196078,0.192156862745098
"1208",0.898039215686275,0.886274509803922,0.847058823529412,0.0862745098039216,0.219607843137255,0.141176470588235
"1209",0,0,0,0.627450980392157,0.631372549019608,0.603921568627451
"1210",0.901960784313726,0.890196078431372,0.850980392156863,0.129411764705882,0.250980392156863,0.184313725490196
"1211",0.941176470588235,0.909803921568627,0.811764705882353,0.0823529411764706,0.2,0.0980392156862745
"1212",0.905882352941176,0.894117647058824,0.811764705882353,0.156862745098039,0.286274509803922,0.188235294117647
"1213",0.92156862745098,0.909803921568627,0.870588235294118,0.0313725490196078,0.16078431372549,0.113725490196078
"1214",0.937254901960784,0.929411764705882,0.886274509803922,0.133333333333333,0.231372549019608,0.168627450980392
"1215",0.901960784313726,0.886274509803922,0.807843137254902,0.192156862745098,0.290196078431373,0.2
"1216",0.901960784313726,0.886274509803922,0.807843137254902,0.0588235294117647,0.184313725490196,0.0901960784313725
"1217",0.890196078431372,0.87843137254902,0.83921568627451,0.0823529411764706,0.223529411764706,0.149019607843137
"1218",0.941176470588235,0.929411764705882,0.850980392156863,0.192156862745098,0.286274509803922,0.176470588235294
"1219",0.925490196078431,0.909803921568627,0.827450980392157,0.0313725490196078,0.137254901960784,0.0705882352941176
"1220",0.894117647058824,0.882352941176471,0.803921568627451,0.109803921568627,0.215686274509804,0.113725490196078
"1221",0.941176470588235,0.925490196078431,0.843137254901961,0.192156862745098,0.258823529411765,0.172549019607843
"1222",0.925490196078431,0.905882352941176,0.815686274509804,0.0901960784313725,0.207843137254902,0.0941176470588235
"1223",0.925490196078431,0.909803921568627,0.827450980392157,0.125490196078431,0.243137254901961,0.149019607843137
"1224",0.937254901960784,0.929411764705882,0.886274509803922,0.113725490196078,0.211764705882353,0.152941176470588
"1225",0.92156862745098,0.909803921568627,0.870588235294118,0.152941176470588,0.23921568627451,0.164705882352941
"1226",0.862745098039216,0.847058823529412,0.772549019607843,0.184313725490196,0.247058823529412,0.156862745098039
